Produto,Rem_index,Rem_taxa,Emissor,Distribuidor,Dt_venc,Dt_carencia,Val_aplic,CETIP_certifica,Liquidez,Dt_obs,Duracao_util,Duracao_meses,Duracao_corr
LCI,CDI,98.5,Fidis,XP,2020-09-21,,1000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCI,CDI,97.0,Bari,Nova Futura,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCI,CDI,97.0,Bari,modalmais,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCI,CDI,97.0,Bari,Ourinvest,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCI,CDI,97.0,Bari,Orama,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCI,CDI,96.0,Bari,Easynvest,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCI,CDI,98.0,Inter,Inter,2020-09-21,,1000000.0,False,vencimento,2020-03-25,123,6.0,180.0
LCI,CDI,97.5,Inter,Inter,2020-09-21,,750000.0,False,vencimento,2020-03-25,123,6.0,180.0
CDB,IPCA,3.5,Original,Easynvest,2020-08-25,,4577.28,True,vencimento,2020-03-25,105,6.0,153.0
CDB,BRL,5.0,Maxima,Orama,2020-09-28,,5000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,BRL,5.0,Maxima,Nova Futura,2020-09-23,,500.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,140.0,Maxima,Orama,2020-09-28,,5000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,BRL,5.0,Maxima,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,140.0,Maxima,Nova Futura,2020-09-23,,500.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,BRL,4.87,Agibank,Ourinvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,139.0,Maxima,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,5.0,Maxima,Ourinvest,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,BRL,4.77,Agibank,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,136.0,Maxima,modalmais,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,136.0,Maxima,Guide,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,136.0,Arbi,Easynvest,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,4.6,Maxima,Guide,2020-09-24,,5000.0,True,vencimento,2020-03-25,126,6.0,183.0
CDB,CDI,140.0,Maxima,Ourinvest,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,126.0,Arbi,Orama,2020-09-28,,1000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,119.0,Agibank,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,118.0,Agibank,Guide,2020-09-25,,5000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,120.0,Sofisa,Sofisa,2020-09-22,,1.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,119.0,Agibank,Ativa,2020-09-23,,5000.0,False,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,119.0,Agibank,Ourinvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,119.0,Agibank,modalmais,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,118.0,Agibank,Easynvest,2020-09-23,,1000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,116.0,Maxinvest,modalmais,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,115.0,BR Partners,Guide,2020-09-23,,20000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,120.0,Ourinvest,Ourinvest,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,111.0,Indusval,Guide,2020-09-28,,10000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,BRL,3.89,PAN,PAN,2020-09-22,,100.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,111.0,Indusval,Easynvest,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,108.0,BMG,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,107.0,BIB,Orama,2020-09-28,,10000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,107.0,BTG,BTG,2020-09-25,,1000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,107.0,BS2,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,106.0,BS2,Orama,2020-09-28,,10000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,106.0,Daycoval,Daycoval,2020-09-25,,1000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,106.0,Omni,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,BRL,3.65,Luso,Orama,2020-09-28,,10000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,108.0,BMG,Nova Futura,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,108.0,ABC,ABC,2020-09-22,2020-09-22,1000.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,108.0,BIB,modalmais,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,108.0,BMG,modalmais,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,107.0,BS2,Ativa,2020-09-23,,10000.0,False,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,107.0,BS2,modalmais,2020-09-23,,10000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,BRL,3.54,BMG,Ativa,2020-10-01,,5000.0,False,vencimento,2020-03-25,131,6.0,190.0
CDB,CDI,105.0,PAN,PAN,2020-09-25,2020-03-25,100.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,Parana,Parana,2020-09-25,2020-09-22,500.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,Indusval,Easynvest,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,BS2,Easynvest,2020-09-25,,10000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,Modal,BTG,2020-09-25,,20000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,Daycoval,BTG,2020-09-25,,20000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,ABC,BTG,2020-09-25,,30000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,112.0,Indusval,modalmais,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,112.0,Indusval,Nova Futura,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,BRL,3.7,BS2,modalmais,2020-09-23,,10000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,107.0,BMG,Easynvest,2020-09-22,,15000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,106.0,BS2,Easynvest,2020-09-23,,1000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,106.0,BS2,Guide,2020-09-23,,10000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,104.0,RCI,RCI,2020-09-25,,100.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,104.0,AJRenner,Easynvest,2020-09-25,,2000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,104.0,ABC,Guide,2020-09-25,,50000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,BRL,3.7,Sofisa,Sofisa,2020-09-22,,1.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,103.5,Pine,Pine,2020-09-25,,500.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,106.0,Omni,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,106.0,Omni,Ourinvest,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,106.0,Omni,Ativa,2020-09-22,,10000.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,106.0,ABC,Easynvest,2020-09-22,,30000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,105.0,ABC,Ativa,2020-09-23,,30000.0,False,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,103.0,Indusval,Orama,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,105.0,Parana,Parana,2020-09-22,,500.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,105.0,Rodobens,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,105.0,Gmac,XP,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,104.99,PAN,PAN,2020-09-22,2020-03-25,100.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,99.0,Fator,Ativa,2020-10-01,,10000.0,False,vencimento,2020-03-25,131,6.0,190.0
CDB,CDI,102.0,Sofisa,Sofisa,2020-09-25,2020-03-26,1.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,BS2,Orama,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,BS2,XP,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,Indusval,Nova Futura,2020-09-25,,10000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,BS2,Nova Futura,2020-09-25,,10000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,PAN,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,BS2,Ativa,2020-09-25,,10000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,102.0,Inter,Inter,2020-09-25,,1000000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,BRL,3.6,Luso,Easynvest,2020-09-23,,10000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,104.0,Modal,Easynvest,2020-09-22,,7000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,101.5,Inter,Inter,2020-09-25,,750000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,108.0,BMG,Ourinvest,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,101.0,BMG,BMG,2020-09-25,,1000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,BS2,Guide,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,Daycoval,XP,2020-09-26,,1000.0,True,vencimento,2020-03-25,127,6.0,185.0
CDB,CDI,101.0,Indusval,Guide,2020-09-25,,2000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,BBM,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,CGD,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,Inter,Inter,2020-09-25,,500000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,103.0,Pine,Pine,2020-09-22,,500.0,False,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,103.0,Pine,Nova Futura,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,103.0,Pine,modalmais,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,103.0,Omni,modalmais,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,103.0,PAN,Ourinvest,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,100.5,Inter,Inter,2020-09-25,,250000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,100.0,Inter,Inter,2020-09-25,,100.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,100.0,Parana,Parana,2020-09-25,,500.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,100.0,Maxima,Easynvest,2020-09-25,,1000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,100.0,AJRenner,Elite,2020-09-25,,10000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,100.0,CGD,Guide,2020-09-27,,10000.0,True,vencimento,2020-03-25,127,6.0,186.0
CDB,CDI,100.0,Daycoval,Orama,2020-09-25,,20000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,99.1,Votorantim,Orama,2020-09-28,,500000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,99.0,Parana,Orama,2020-09-28,,10000.0,True,vencimento,2020-03-25,128,6.0,187.0
CDB,CDI,102.0,PAN,modalmais,2020-09-22,,5000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,102.0,Pine,Easynvest,2020-09-22,,15000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,3.54,BMG,Nova Futura,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,3.54,BMG,Easynvest,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,3.54,BMG,modalmais,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,101.0,Agibank,Nova Futura,2020-09-23,,1000.0,True,vencimento,2020-03-25,125,6.0,182.0
CDB,CDI,106.0,ABC,Ourinvest,2020-09-21,,30000.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,99.0,PAN,Orama,2020-09-25,,5000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,99.0,AJRenner,Guide,2020-09-25,,10000.0,True,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,99.0,BR Partners,Ativa,2020-09-25,,30000.0,False,diaria,2020-03-25,127,6.0,184.0
CDB,CDI,101.0,BIB,XP,2020-09-22,,1000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,101.0,Daycoval,modalmais,2020-09-22,,20000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,CDI,101.0,BBM,XP,2020-09-22,,50000.0,True,vencimento,2020-03-25,124,6.0,181.0
CDB,BRL,3.65,Votorantim,Nova Futura,2020-09-21,,100011.0,True,vencimento,2020-03-25,123,6.0,180.0
CDB,CDI,105.0,ABC,Nova Futura,2020-09-21,,30000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,106.0,Ourinvest,Ourinvest,2020-07-23,,1000.0,True,vencimento,2020-03-25,82,6.0,120.0
LCA,CDI,110.0,Sofisa,Sofisa,2020-09-22,,1.0,False,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,110.0,Ourinvest,Ourinvest,2020-09-21,,1000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,110.0,BRK,Nova Futura,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,110.0,BRK,Terra,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,110.0,BRK,Ourinvest,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,106.0,Daycoval,Daycoval,2020-09-25,2020-06-23,1000.0,False,diaria,2020-03-25,127,6.0,184.0
LCA,CDI,109.0,BRK,Orama,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,BRL,3.69,BRK,Nova Futura,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,BRL,3.64,BRK,Ourinvest,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,106.0,Daycoval,Daycoval,2020-09-21,,1000.0,False,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,103.0,ABC,ABC,2020-09-21,2020-09-21,1000.0,False,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,99.0,Original,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
LCA,CDI,99.0,ABC,BTG,2020-09-25,,30000.0,True,vencimento,2020-03-25,127,6.0,184.0
LCA,CDI,101.0,ABC,Easynvest,2020-09-22,,30000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,100.0,ABC,Nova Futura,2020-09-23,,30000.0,True,vencimento,2020-03-25,125,6.0,182.0
LCA,CDI,99.0,Original,Guide,2020-09-24,,5000.0,True,vencimento,2020-03-25,126,6.0,183.0
LCA,CDI,98.0,ABC,Rico,2020-09-26,,1000.0,True,vencimento,2020-03-25,127,6.0,185.0
LCA,CDI,98.0,ABC,XP,2020-09-26,,1000.0,True,vencimento,2020-03-25,127,6.0,185.0
LCA,CDI,101.0,ABC,Ourinvest,2020-09-21,,30000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,100.0,Original,Ourinvest,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,100.0,Original,Terra,2020-09-22,,20000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,100.0,ABC,Ativa,2020-09-22,,30000.0,False,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,100.0,ABC,Terra,2020-09-22,,50000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,100.0,Original,Ativa,2020-09-21,,10000.0,False,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,100.0,Original,Nova Futura,2020-09-21,,10000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,100.0,ABC,modalmais,2020-09-21,,30000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,100.0,ABC,Orama,2020-09-21,,50000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,99.0,Original,Easynvest,2020-09-22,,10000.0,True,vencimento,2020-03-25,124,6.0,181.0
LCA,CDI,99.0,Original,modalmais,2020-09-21,,1000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,99.0,Original,Orama,2020-09-21,,5000.0,True,vencimento,2020-03-25,123,6.0,180.0
LCA,CDI,97.0,ABC,Guide,2020-09-23,,50000.0,True,vencimento,2020-03-25,125,6.0,182.0
LCA,CDI,95.0,BBM,BTG,2020-09-25,,10000.0,True,vencimento,2020-03-25,127,6.0,184.0
LCI,BRL,3.25,Daycoval,Daycoval,2020-11-20,,1000.0,False,vencimento,2020-03-25,165,6.0,240.0
CDB,BRL,6.7,Maxima,Easynvest,2020-11-28,,1024.89,True,vencimento,2020-03-25,170,6.0,248.0
CDB,BRL,6.7,Maxima,Easynvest,2020-12-23,,1020.81,True,vencimento,2020-03-25,188,6.0,273.0
CDB,BRL,6.7,Maxima,Easynvest,2020-12-19,,1021.51,True,vencimento,2020-03-25,185,6.0,269.0
CDB,CDI,112.0,Sofisa,Sofisa,2020-12-24,,1.0,False,vencimento,2020-03-25,189,6.0,274.0
CDB,CDI,106.0,Daycoval,Daycoval,2020-12-25,,1000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,105.0,PAN,PAN,2020-12-25,2020-03-25,100.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,105.0,Parana,Parana,2020-12-25,2020-09-22,500.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,105.0,Indusval,Easynvest,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,105.0,BS2,Easynvest,2020-12-25,,10000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,106.5,Parana,Parana,2020-12-21,,500.0,False,vencimento,2020-03-25,186,6.0,271.0
CDB,CDI,104.0,RCI,RCI,2020-12-25,,100.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,104.0,AJRenner,Easynvest,2020-12-25,,2000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,103.5,Pine,Pine,2020-12-25,,500.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,103.0,Indusval,Orama,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,BBM,BTG,2020-12-28,,10000.0,True,vencimento,2020-03-25,190,6.0,278.0
CDB,CDI,102.0,Sofisa,Sofisa,2020-12-25,2020-03-26,1.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,BS2,Orama,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,BS2,XP,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,Indusval,Nova Futura,2020-12-25,,10000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,BS2,Nova Futura,2020-12-25,,10000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,BS2,Ativa,2020-12-25,,10000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,102.0,Inter,Inter,2020-12-25,,1000000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.5,Inter,Inter,2020-12-25,,750000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.0,BMG,BMG,2020-12-25,,1000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.0,BS2,Guide,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.0,Indusval,Guide,2020-12-25,,2000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.0,Inter,Inter,2020-12-25,,500000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.5,Inter,Inter,2020-12-25,,250000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.0,Inter,Inter,2020-12-25,,100.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.0,Parana,Parana,2020-12-25,,500.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.0,Maxima,Easynvest,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.0,AJRenner,Elite,2020-12-25,,10000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,100.0,Daycoval,Orama,2020-12-25,,20000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,99.0,PAN,Orama,2020-12-25,,5000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,99.0,AJRenner,Guide,2020-12-25,,10000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,99.0,BR Partners,Ativa,2020-12-25,,30000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,101.0,BBM,Easynvest,2020-12-20,,50000.0,True,vencimento,2020-03-25,185,6.0,270.0
CDB,CDI,98.0,BR Partners,Guide,2020-12-25,,1000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,98.0,ABC,ABC,2020-12-25,2020-03-26,1000.0,False,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,98.0,CNH,XP,2020-12-25,,1000000.0,True,diaria,2020-03-25,189,6.0,275.0
CDB,CDI,97.0,Maxima,Nova Futura,2020-12-25,,500.0,True,diaria,2020-03-25,189,6.0,275.0
LCA,CDI,108.0,Daycoval,Daycoval,2020-11-20,,1000.0,False,vencimento,2020-03-25,165,6.0,240.0
LCA,CDI,106.0,Daycoval,Daycoval,2020-12-25,2020-06-23,1000.0,False,diaria,2020-03-25,189,6.0,275.0
LCI,IPCA,2.7,BRP,Rico,2021-03-25,,1000.0,True,vencimento,2020-03-25,250,12.0,365.0
LCI,IPCA,2.7,BRP,XP,2021-03-25,,1000.0,True,vencimento,2020-03-25,250,12.0,365.0
LCI,BRL,4.51,PAN,PAN,2021-03-21,2020-03-25,100.0,False,vencimento,2020-03-25,246,12.0,361.0
LCI,BRL,4.41,Maxima,Ourinvest,2021-03-22,,5000.0,True,vencimento,2020-03-25,247,12.0,362.0
LCI,BRL,4.41,Maxima,Nova Futura,2021-03-21,,500.0,True,vencimento,2020-03-25,246,12.0,361.0
LCI,BRL,4.41,Maxima,Easynvest,2021-03-21,,1000.0,True,vencimento,2020-03-25,246,12.0,361.0
LCI,CDI,110.0,PAN,BTG,2021-03-25,,10000.0,True,vencimento,2020-03-25,250,12.0,365.0
LCI,CDI,110.0,Maxima,Ourinvest,2021-03-22,,5000.0,True,vencimento,2020-03-25,247,12.0,362.0
LCI,CDI,110.0,Maxima,Nova Futura,2021-03-21,,500.0,True,vencimento,2020-03-25,246,12.0,361.0
LCI,CDI,110.0,Maxima,Easynvest,2021-03-21,,1000.0,True,vencimento,2020-03-25,246,12.0,361.0
LCI,CDI,108.0,Maxima,modalmais,2021-03-21,,1000.0,True,vencimento,2020-03-25,246,12.0,361.0
LCI,CDI,106.96,PAN,PAN,2021-03-21,,100.0,False,vencimento,2020-03-25,246,12.0,361.0
